query_id,NDCG@3,Recall@3,Precision@3,NDCG@5,Recall@5,Precision@5,NDCG@10,Recall@10,Precision@10,NDCG@100,Recall@100,Precision@100,MAP,MRR
PLAIN-2,0.7653606369886217,0.08333333333333333,0.6666666666666666,0.830419897363192,0.16666666666666666,0.8,0.8115558478722846,0.2916666666666667,0.8,0.6191859866394364,0.5416666666666666,0.14,0.373872946563164,1.0
PLAIN-12,0.23463936301137822,0.03333333333333333,0.3333333333333333,0.16958010263680806,0.03333333333333333,0.2,0.11004588314904008,0.03333333333333333,0.1,0.1954264487141022,0.26666666666666666,0.08,0.034711642342073676,0.3333333333333333
PLAIN-23,1.0,0.03333333333333333,1.0,0.8687949224876582,0.044444444444444446,0.8,0.5637884576902256,0.044444444444444446,0.4,0.1450739431162981,0.05555555555555555,0.05,0.04841269841269841,1.0
PLAIN-33,0.46927872602275644,0.03125,0.3333333333333333,0.4703652827859579,0.0625,0.4,0.4409203293308675,0.125,0.4,0.2873995055928507,0.1875,0.07,0.1056210078728461,1.0
PLAIN-44,0.0,0.0,0.0,0.0,0.0,0.0,0.06625422345438903,0.017241379310344827,0.1,0.18917857728664655,0.20689655172413793,0.13,0.04186527040561123,0.1111111111111111
PLAIN-56,1.0,0.04,1.0,1.0,0.08,1.0,0.866947989864271,0.14,0.8,0.46864945294792315,0.3,0.18,0.25799193604200255,1.0
PLAIN-68,0.46927872602275644,0.01818181818181818,0.3333333333333333,0.3391602052736161,0.01818181818181818,0.2,0.2934556883974402,0.03636363636363636,0.2,0.2898256686252102,0.21818181818181817,0.16,0.07730582584903971,1.0
PLAIN-78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07998520982287725,0.11290322580645161,0.07,0.00737231176083003,0.022222222222222223
PLAIN-91,1.0,0.03125,1.0,0.7227265726449519,0.03125,0.6,0.6207622843987103,0.0625,0.5,0.3778422792378947,0.234375,0.2,0.1500732461067108,1.0
PLAIN-102,0.2960819109658652,0.041666666666666664,0.3333333333333333,0.21398626473452756,0.041666666666666664,0.2,0.2051166673279436,0.08333333333333333,0.2,0.15806894500009383,0.16666666666666666,0.04,0.03389413898434517,0.5
PLAIN-112,1.0,0.05357142857142857,1.0,1.0,0.07142857142857142,1.0,0.727329844310522,0.08928571428571429,0.6,0.23709567023800904,0.08928571428571429,0.06,0.10714285714285714,1.0
PLAIN-123,0.46927872602275644,0.0196078431372549,0.3333333333333333,0.3391602052736161,0.0196078431372549,0.2,0.3679212572135327,0.058823529411764705,0.3,0.2308317776120323,0.1568627450980392,0.09,0.06716178449989622,1.0
PLAIN-133,0.0,0.0,0.0,0.0,0.0,0.0,0.06943122193677727,0.027777777777777776,0.1,0.10033869902253083,0.1111111111111111,0.05,0.011202174744457416,0.125
PLAIN-143,1.0,0.058823529411764705,1.0,0.8539316501572937,0.058823529411764705,0.8,0.7573821447149967,0.11764705882352941,0.7,0.527541366091672,0.45098039215686275,0.25,0.2594066996932359,1.0
PLAIN-153,1.0,0.06382978723404255,1.0,1.0,0.10638297872340426,1.0,1.0,0.1702127659574468,1.0,0.6810291840964069,0.44680851063829785,0.28,0.5026874868788868,1.0
PLAIN-165,0.7039180890341347,0.05555555555555555,0.6666666666666666,0.7860137352654724,0.1111111111111111,0.8,0.5884674004369673,0.1388888888888889,0.5,0.3807294623260702,0.3055555555555556,0.11,0.16480820105820107,1.0
