query_id,NDCG@3,Recall@3,Precision@3,NDCG@5,Recall@5,Precision@5,NDCG@10,Recall@10,Precision@10,NDCG@100,Recall@100,Precision@100,MAP,MRR
PLAIN-2,1.0,0.125,1.0,0.8687949224876582,0.16666666666666666,0.8,0.70844095012329,0.25,0.6,0.7229587981950014,0.7083333333333334,0.18,0.44517754603247445,1.0
PLAIN-12,0.0,0.0,0.0,0.0,0.0,0.0,0.07839826897867533,0.03333333333333333,0.1,0.03888053661057258,0.03333333333333333,0.01,0.005555555555555555,0.16666666666666666
PLAIN-23,1.0,0.03333333333333333,1.0,1.0,0.044444444444444446,1.0,0.7859162856301584,0.06666666666666667,0.7,0.23603806082348813,0.12222222222222222,0.12,0.09287429809221093,1.0
PLAIN-33,0.0,0.0,0.0,0.13120507751234178,0.03125,0.2,0.08514311764162098,0.03125,0.1,0.06873465185078954,0.0625,0.02,0.011458333333333334,0.2
PLAIN-44,0.0,0.0,0.0,0.13120507751234178,0.017241379310344827,0.2,0.08514311764162098,0.017241379310344827,0.1,0.17189764459186613,0.20689655172413793,0.13,0.027450313839474303,0.2
PLAIN-56,1.0,0.04,1.0,1.0,0.08,1.0,0.7183627972686238,0.1,0.6,0.26543389372919585,0.12,0.07,0.1168421052631579,1.0
PLAIN-68,0.7653606369886217,0.03636363636363636,0.6666666666666666,0.5531464700081437,0.03636363636363636,0.4,0.3589542101716347,0.03636363636363636,0.2,0.24220293903287513,0.18181818181818182,0.11,0.06242122318161578,1.0
PLAIN-78,0.2960819109658652,0.016129032258064516,0.3333333333333333,0.21398626473452756,0.016129032258064516,0.2,0.13886244387355454,0.016129032258064516,0.1,0.07912798407756322,0.06451612903225806,0.04,0.011321339950372208,0.5
PLAIN-91,0.46927872602275644,0.015625,0.3333333333333333,0.6164336326286644,0.046875,0.6,0.615406227586239,0.09375,0.6,0.3652020059271145,0.25,0.2,0.14797304029450237,1.0
PLAIN-102,0.0,0.0,0.0,0.14606834984270645,0.041666666666666664,0.2,0.09478836436955078,0.041666666666666664,0.1,0.05438508614776353,0.041666666666666664,0.01,0.010416666666666666,0.25
PLAIN-112,0.7039180890341347,0.03571428571428571,0.6666666666666666,0.5087403079104241,0.03571428571428571,0.4,0.33013764944712026,0.03571428571428571,0.2,0.14368044357400703,0.08928571428571429,0.05,0.03316653584510727,1.0
PLAIN-123,0.0,0.0,0.0,0.13120507751234178,0.0196078431372549,0.2,0.08514311764162098,0.0196078431372549,0.1,0.10326352232812774,0.09803921568627451,0.06,0.0134838730813963,0.2
PLAIN-133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06342392445046904,0.08333333333333333,0.04,0.003731648730511678,0.020833333333333332
PLAIN-143,0.7653606369886217,0.0196078431372549,0.6666666666666666,0.5531464700081437,0.0196078431372549,0.4,0.42520843362602373,0.0392156862745098,0.3,0.1900531275088135,0.09803921568627451,0.06,0.052853651483502906,1.0
PLAIN-153,1.0,0.06382978723404255,1.0,0.8687949224876582,0.0851063829787234,0.8,0.7630946912803436,0.14893617021276595,0.7,0.6088791819085947,0.3829787234042553,0.26,0.3768564893183499,1.0
PLAIN-165,0.5307212739772434,0.05555555555555555,0.6666666666666666,0.5296347172140421,0.08333333333333333,0.6,0.491526182307598,0.1388888888888889,0.5,0.338328511276483,0.3055555555555556,0.11,0.14173770632103966,0.5
PLAIN-175,1.0,0.05405405405405406,1.0,0.8687949224876582,0.08108108108108109,0.8,0.5637884576902256,0.08108108108108109,0.4,0.2578568890650205,0.10810810810810811,0.05,0.10957696827262044,1.0
PLAIN-186,0.2960819109658652,0.041666666666666664,0.3333333333333333,0.21398626473452756,0.041666666666666664,0.2,0.13886244387355454,0.041666666666666664,0.1,0.07967271112843692,0.041666666666666664,0.01,0.020833333333333332,0.5
PLAIN-196,1.0,0.028985507246376812,1.0,0.8687949224876582,0.043478260869565216,0.8,0.715550648768261,0.07246376811594203,0.6,0.22795883178035498,0.10144927536231885,0.08,0.09172373520199607,1.0
PLAIN-207,0.2960819109658652,0.01818181818181818,0.3333333333333333,0.4912596920895758,0.05454545454545454,0.6,0.4666234168001789,0.09090909090909091,0.5,0.3882720470274952,0.3090909090909091,0.21,0.16581789355502644,0.5
PLAIN-217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030562095625443937,0.05555555555555555,0.02,0.0010460618846694796,0.012658227848101266
PLAIN-227,0.46927872602275644,0.025,0.3333333333333333,0.3391602052736161,0.025,0.2,0.22009176629808017,0.025,0.1,0.0901629296289696,0.025,0.01,0.025,1.0
PLAIN-238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03074401484267448,0.037037037037037035,0.02,0.001841732442825339,0.06666666666666667
PLAIN-248,0.7039180890341347,0.06451612903225806,0.6666666666666666,0.639945385422766,0.06451612903225806,0.6,0.41528076708874123,0.06451612903225806,0.3,0.3975748841715488,0.3548387096774194,0.12,0.14506127077485334,1.0
PLAIN-259,1.0,0.14285714285714285,1.0,0.7227265726449519,0.14285714285714285,0.6,0.4690000933206748,0.14285714285714285,0.3,0.44157427054405657,0.2857142857142857,0.05,0.2261904761904762,1.0
PLAIN-270,0.0,0.0,0.0,0.13120507751234178,0.019230769230769232,0.2,0.15457433957839825,0.038461538461538464,0.2,0.20929355539670022,0.25,0.14,0.039950939802842214,0.2
PLAIN-280,0.7653606369886217,0.1,0.6666666666666666,0.6992148198508501,0.15,0.6,0.4537425745411855,0.15,0.3,0.4432138060158731,0.4,0.08,0.19349780044516887,1.0
PLAIN-291,0.7653606369886217,0.15384615384615385,0.6666666666666666,0.5531464700081437,0.15384615384615385,0.4,0.3589542101716347,0.15384615384615385,0.2,0.34381056853774644,0.23076923076923078,0.03,0.16272189349112426,1.0
PLAIN-307,0.0,0.0,0.0,0.0,0.0,0.0,0.16716045496620227,0.3333333333333333,0.1,0.3739018605373644,1.0,0.03,0.12702702702702703,0.16666666666666666
PLAIN-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09135855746219286,0.14285714285714285,0.06,0.0076744511527120215,0.047619047619047616
PLAIN-332,0.6131471927654584,0.5,0.3333333333333333,0.6131471927654584,0.5,0.2,0.6131471927654584,0.5,0.1,0.6131471927654584,0.5,0.01,0.5,1.0
PLAIN-344,0.46927872602275644,0.01639344262295082,0.3333333333333333,0.3391602052736161,0.01639344262295082,0.2,0.2984900352767555,0.03278688524590164,0.2,0.1546185161715034,0.09836065573770492,0.06,0.03696084148685717,1.0
PLAIN-358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-371,0.0,0.0,0.0,0.2640681225725909,0.5,0.2,0.2640681225725909,0.5,0.1,0.3930190583174381,1.0,0.02,0.16346153846153846,0.25
PLAIN-383,0.0,0.0,0.0,0.0,0.0,0.0,0.09803928583135704,0.2,0.1,0.09803928583135704,0.2,0.01,0.02,0.1
PLAIN-395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-407,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.2,0.46927872602275644,0.3333333333333333,0.1,0.5487247083762542,0.6666666666666666,0.02,0.3446327683615819,1.0
PLAIN-418,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.7653606369886217,0.6666666666666666,0.4,0.7653606369886217,0.6666666666666666,0.2,0.7653606369886217,0.6666666666666666,0.02,0.6666666666666666,1.0
PLAIN-430,1.0,0.25,1.0,0.8687949224876582,0.25,0.8,0.7380396325465056,0.375,0.5,0.7835772428938965,0.5,0.06,0.6204710144927537,1.0
PLAIN-441,0.7653606369886217,0.4,0.6666666666666666,0.6843515475204855,0.6,0.6,0.8954442351097147,1.0,0.5,0.9845245053279492,1.0,0.06,0.8265934065934065,1.0
PLAIN-457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-468,0.0,0.0,0.0,0.13120507751234178,0.1,0.2,0.22082856303278728,0.2,0.3,0.42635827001256965,0.7,0.08,0.15012760415777657,0.2
PLAIN-478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-488,1.0,0.2,1.0,1.0,0.26666666666666666,1.0,1.0,0.5333333333333333,1.0,0.9524097620981294,0.7333333333333333,0.14,0.9134432234432235,1.0
PLAIN-499,0.0,0.0,0.0,0.14606834984270645,0.029411764705882353,0.2,0.30887207873939243,0.08823529411764706,0.4,0.21143934070594447,0.14705882352941177,0.07,0.06948215183509301,0.25
PLAIN-510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAIN-531,0.23463936301137822,0.003246753246753247,0.3333333333333333,0.16958010263680806,0.003246753246753247,0.2,0.3241295975188817,0.012987012987012988,0.4,0.3538103931355712,0.10714285714285714,0.36,0.04668299391944903,0.3333333333333333
PLAIN-541,0.0,0.0,0.0,0.0,0.0,0.0,0.09109240322345806,0.16666666666666666,0.1,0.32358080952310386,0.5,0.04,0.12179487179487179,0.1111111111111111
PLAIN-551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
